"gene";"mean";"sd"
"SLC5A11";0;0
"SLC5A12";-6.46355974033099e-06;6.80440146411992e-05
"SLC5A4";-1.23471491227207e-05;7.22314738703968e-05
"SLC5A5";1.0551839628641e-06;1.35732745863148e-05
"SLC5A6";-2.3024331033869e-05;1.30109974796067e-05
"SLC5A7";2.58934276032829e-06;1.20124839694301e-05
"SLC5A8";1.94497171857233e-06;1.03211410899589e-05
"SLC5A9";0;0
"SLC6A10P";-3.49812943774812e-08;2.89651129623621e-06
"SLC6A11";6.17243164447057e-07;7.82905492568467e-06
"SLC6A12";0.000148711890086219;0.000588065626129466
"SLC6A13";0;0
"SLC6A15";-4.13486005306788e-05;0.000144211238079963
"SLC6A16";1.57501688192357e-05;5.2201950548997e-05
"SLC6A17";-8.83120738658153e-06;2.40973669156614e-05
"SLC6A18";2.36275814390588e-07;7.40218362288003e-06
"SLC6A19";-1.13936452364429e-06;6.21401445422634e-06
"SLC6A2";5.06984436446649e-07;3.51401207746048e-06
"SLC6A20";-5.51802383449727e-06;1.83778861343475e-05
"SLC6A3";8.04954362656886e-05;0.000210557024414551
"SLC6A4";2.07247444319355e-06;5.95066806921922e-06
"SLC6A7";-0.000391981680260172;0.00104983061893767
"SLC6A8";-2.11273747913956e-07;7.45236907147192e-07
"SLC6A9";2.63807762832429e-06;1.77030364103246e-06
"SLC7A10";3.15371752339634e-05;0.000114388904112033
"SLC7A11";0;0
"SLC7A2";0;0
"SLC7A3";0;0
"SLC7A4";7.64116316453451e-08;6.50876677527854e-06
"SLC8A2";7.48518370203458e-05;0.000197229450175256
"SLC9A11";-2.59814619813549e-07;2.35762167563937e-06
"SLC9A3R1";0;0
"SLC9A3R2";3.95076716757288e-05;1.68432872187944e-05
"SLC9A4";-7.37048036975639e-07;7.32527503521249e-06
"SLC9A7";-2.11171318001184e-05;7.94392620525971e-05
"SLC9A9";-2.07265828112413e-07;2.32547149624082e-05
"SLCO1A2";8.73983092798911e-07;5.59698976537501e-06
"SLCO2B1";1.53663689669304e-05;3.1685316664533e-05
"SLCO4A1";5.89787960587723e-07;6.30164638287701e-06
"SLCO4C1";4.83874449334163e-05;0.000112344640871971
"SLCO5A1";-3.81441873539973e-07;2.87840766361486e-06
"SLFN11";-3.6885039596266e-07;1.54380318032254e-05
"SLFN12";6.24436964683002e-05;0.000102504460902025
"SLFNL1";7.60684301652019e-06;2.70399678095894e-05
"SLIT2";-0.00023859711171038;0.000236744467113087
"SLITRK3";1.42451500507853e-05;6.10958088010552e-05
"SLITRK6";1.25261859759472e-07;1.68317446667671e-06
"SLMO1";1.92797090715007e-05;5.44848244547564e-05
"SLN";8.33566308152716e-06;4.23247797987844e-05
"SMAD1";-7.2773496161958e-05;9.67973557438619e-05
"SMAD2";0.000192948782320034;7.18457660517195e-05
"SMAD3";8.20593462504738e-07;2.38883750789277e-06
"SMAD4";2.29993702822225e-06;1.22310403617436e-05
"SMAD6";-5.22465306305585e-06;1.64818895911574e-05
"SMAD9";1.3851172193585e-06;9.05438534183737e-06
"SMAGP";7.41144053095564e-06;1.46829550484034e-05
"SMAP2";0.00867061183819949;0.00335251997370178
"SMARCA1";-0.000165539684352301;9.67061835482044e-05
"SMARCA4";-1.59537547771619e-07;3.69015829602204e-06
"SMARCB1";3.28413556605099e-05;3.0261230309203e-05
"SMARCD1";9.82196068976033e-06;4.34218802336571e-06
"SMARCD3";-0.000202081295976824;0.000485072417357589
"SMARCE1";5.32785400458714e-06;1.49768047814173e-05
"SMC1A";2.13057576667401e-05;0.00014407896138109
"SMCP";4.42345929799718e-06;1.69954453040309e-05
"SMCR5";2.36172747084134e-06;2.38633694093443e-05
"SMN2";0.000271795802473886;9.40500641283698e-05
"SMO";-2.91003741373129e-06;2.54557787911522e-05
"SMOC1";-0.000583537536403654;0.000693052164871223
"SMOC2";1.39433968617523e-05;2.71945752482527e-05
"SMPD3";0.000103872484374529;0.000382388922257547
"SMPDL3B";2.97224223435469e-06;1.05742517450741e-05
"SMPX";5.29640219357098e-07;3.407235753191e-06
"SMS";-2.04214887087394e-06;1.46511246841499e-05
"SMTNL1";5.95859778442684e-06;4.60069846194307e-05
"SMYD1";0;0
"SMYD2";0;0
"SMYD3";0;0
"SMYD5";1.87056950967389e-05;2.42170676468472e-05
"SNAI1";1.40418878981181e-06;4.16646223527535e-06
"SNAI2";-0.0309585175524747;0.0158927518503392
"SNAP23";3.86059413795479e-06;6.3851024808984e-06
"SNAP29";4.76900754728539e-05;7.46250524090087e-05
"SNAP47";-5.37105233304559e-06;9.37951571273089e-06
"SNCA";-6.58692454116697e-06;5.58462021700519e-05
"SNCAIP";5.1118799661859e-06;2.34907667262925e-05
"SNCG";1.78400748066179e-06;1.66495875956859e-05
"SND1";-2.70162287052138e-05;1.94134942492461e-05
"SNED1";-6.78340351246341e-06;7.72444092293027e-06
"SNF8";8.96692057253759e-07;4.79419829038383e-06
"SNHG1";0;0
"SNHG10";1.24284541056512e-05;5.22920174957444e-05
"SNHG3";1.27631747079654e-05;6.15337465815264e-05
"SNHG3.RCC1";4.36148558252266e-05;2.23023905064197e-05
"SNHG4";-7.10535985011863e-06;6.28461955406852e-06
"SNHG6";-0.000112161749471694;0.000122526267502536
"SNORD116.20";-3.90999982455501e-05;0.000223253890052885
"SNORD1C";-0.00013728049559243;0.000136675529600778
"SNRPB2";3.04203965550831e-07;5.5162061398759e-06
"SNRPC";-1.32263576424314e-05;6.38622406590595e-06
"SNRPE";-1.47060297997663e-05;3.98203792328463e-05
"SNRPF";2.8927707769552e-05;0.000205293802355138
"SNTB1";-5.90105370713884e-06;3.52866746528024e-05
"SNTG2";-1.77360798430558e-06;3.23473019860158e-06
"SNTN";2.25614237573561e-07;2.77322954803435e-06
"SNUPN";8.01017505482558e-05;8.12220980162898e-05
"SNURF";1.3892486654236e-06;8.16275542529062e-06
"SNX10";1.33016812499683e-05;1.72986012140536e-05
"SNX18";0;0
"SNX21";-2.42445619547574e-06;2.91825175611795e-05
"SNX25";-4.28722189069222e-07;2.43776187783269e-06
"SNX29";3.75535802361223e-05;9.58561637735651e-05
"SNX3";-2.59994924198251e-06;1.4409450826546e-05
"SNX31";-3.41240061565289e-07;3.30464940153704e-06
"SNX33";1.39057249044226e-05;1.58114386671954e-05
"SNX7";0;0
"SOAT1";-8.73333902628458e-06;2.09267801969652e-05
"SOCS1";0.000409136835842155;0.00180768647031346
"SOCS2";4.16289757998718e-06;1.35643393460071e-05
"SOCS6";0;0
"SOHLH2";-1.85768327991983e-06;8.21735241796615e-06
"SORBS3";1.04256467247035e-05;5.99115347176284e-05
"SORCS1";-5.5313373421295e-07;2.40588649539919e-05
"SORD";-2.81996018380454e-07;6.21639883181846e-06
"SORL1";-1.97832568375522e-05;3.32399461436726e-05
"SORT1";1.89029452914765e-07;8.95814211611801e-06
"SOST";2.3441483189819e-05;0.000101852121853096
"SOSTDC1";0;0
"SOX12";-9.95718711411448e-05;0.000203608770872353
"SOX13";4.88113947067722e-06;4.69985316869972e-06
"SOX14";1.49783969456059e-07;1.58538145880889e-06
"SOX15";0.00122756554608714;0.00256647161119845
"SOX17";1.4236661083638e-05;4.52069461838816e-05
"SOX2";2.13755487319354e-05;3.59537953298652e-05
"SOX21";-7.27403929304301e-07;8.22352555700336e-06
"SOX5";-5.99688509039455e-07;6.1761425106288e-06
"SOX6";0;0
"SOX7";0;0
"SOX9";0.000546685646415285;0.000379036745925697
"SP100";1.24778739063312e-06;3.42317036436036e-06
"SP6";-5.92060888480498e-10;3.16295750372555e-08
"SP8";-9.08314790572841e-06;4.50913804149522e-05
"SP9";3.43540723278081e-05;0.000123310747866889
"SPA17";-5.92952819135143e-06;1.0128301481976e-05
"SPACA3";-2.07141223087352e-05;0.000126840335184718
"SPAG1";-0.0217167815243259;0.0354999828200132
"SPAG16";5.16506310177652e-06;1.80867498109217e-05
"SPAG17";-6.74930862260896e-06;9.56891446907983e-05
"SPAG6";-4.49817395320108e-09;1.1111316243741e-07
"SPATA12";4.33644205435272e-06;7.14907144719569e-06
"SPATA18";0;0
"SPATA20";0.000198788540931038;0.000344537279157728
"SPATA21";4.00381745215814e-06;6.45164010874666e-05
"SPATA24";-1.93303058737169e-05;4.9832047016365e-05
"SPATA6";-2.82998251243582e-05;0.000112506650976107
"SPATS1";-4.92468345079932e-08;1.68504245890981e-06
"SPATS2L";1.38984970999192e-06;2.49811127997898e-06
"SPCS3";0;0
"SPDYA";-5.74365977606698e-06;1.08386203164814e-05
"SPDYC";6.73173158464589e-07;1.07835873344649e-05
"SPEG";-8.92129060874293e-05;0.000206235754987809
"SPEN";-3.76655274995048e-06;1.11980319579475e-05
"SPG21";-8.76040540832103e-06;2.50515776289206e-05
"SPHK2";0.00232828429379227;0.00352431099589332
"SPINK2";-5.3615012155926e-07;1.5449463556501e-05
"SPINK4";0.000554733843736831;0.00226781516138868
"SPINT3";9.76981346671835e-08;2.65099916439804e-06
"SPNS1";-9.35246809999791e-05;6.08028943209317e-05
"SPNS2";0.00209932652467743;0.00372995630246022
"SPNS3";6.01205291109308e-06;6.31081626808597e-06
"SPOCK3";4.34536973511026e-05;0.00014456198871756
"SPON1";0.000158327117112961;0.000205138445351521
"SPOP";-1.77043712751577e-05;6.86434735771031e-05
"SPP1";-6.08014399872389e-06;1.44759724682209e-05
"SPRED3";-1.89958351148516e-05;5.26179224611896e-05
"SPRN";6.3348097721653e-07;6.04558861290741e-06
"SPRR1B";6.290918274752e-06;2.42109917813976e-05
"SPRR2F";3.9039067782494e-06;3.10960475233012e-05
"SPRY1";-2.81133326854988e-05;5.1103732860573e-05
"SPRY2";-0.000939857314158367;0.000870282707343561
"SPSB1";0;0
"SPTA1";-6.27852000922407e-06;3.19545213150529e-05
"SPTB";-1.52665305058866e-06;9.23905322740649e-06
"SPTBN2";-1.97781300875775e-05;9.75162628541098e-05
"SPTBN4";1.17218169494741e-05;3.67996800949414e-05
"SPTBN5";-2.94610761346086e-06;9.28021345794131e-06
"SPTLC3";8.45238821949203e-07;5.93419427619111e-06
"SQRDL";9.49125716882402e-05;8.25855243767408e-05
"SQSTM1";1.36543623316876e-09;3.71641120014304e-08
"SRA1";2.21762307723932e-06;6.71661717355485e-06
"SRC";-0.000393672259182579;0.000310813564796241
"SRD5A2";9.0244829418291e-08;1.09766592204944e-06
"SRF";-7.07973127215153e-06;7.24936930352985e-06
"SRGAP1";2.50965970200887e-07;9.64823113503184e-06
"SRGAP3";5.10866665925893e-06;4.81743881197907e-05
"SRL";-3.40897087874811e-06;2.48885269673343e-05
"SRMS";4.52557728939198e-05;0.000225065914567614
"SRP14";-1.9010128114258e-05;8.71961159553817e-06
"SRPK3";-4.71133955344017e-06;9.29472025464243e-06
"SRRM3";-1.6411318313735e-06;6.13363763993381e-06
"SRRM5";0.000448103159049784;0.000383927443850457
"SS18";4.32755266385398e-06;6.39155647442428e-06
"SS18L1";1.90155066002138e-05;0.000105376095888686
"SS18L2";5.87266923733437e-06;5.14154156957456e-06
"SSBP4";0;0
"SSH2";4.94475647132309e-07;7.6138002667892e-06
"SSPO";1.55822375474062e-07;6.66367937980338e-06
"SSR3";0;0
"SSX1";6.74754647335034e-09;9.65133606533254e-06
"SSX2";-1.73456558749997e-06;9.86192173823828e-06
"SSX2IP";0.000116309237868784;4.69177223666992e-05
"SSX4";2.67605647114054e-06;1.36165178682193e-05
"SSX5";4.2949629695016e-06;3.86286993389904e-05
"ST18";2.39769349415782e-06;8.64259967540578e-06
"ST20";2.02698271564301e-06;1.61071198258209e-05
"ST3GAL1";-3.12742230607374e-05;3.46933643823693e-05
"ST3GAL3";2.51894963282962e-06;1.81144141488547e-05
"ST3GAL4";-0.000101439024554979;0.000116533872029541
"ST3GAL5";-6.3061750302355e-05;5.32956784900744e-05
"ST3GAL6";-8.63638670362233e-07;1.0717304058532e-05
"ST5";-6.14472281861859e-06;4.31787178056058e-06
"ST6GAL1";-0.000109939585300929;0.000278093028194752
"ST6GALNAC3";8.40995369466758e-10;4.49283623730018e-08
"ST7";2.30555104940586e-06;1.28664606849231e-05
"ST8SIA1";1.9750310751099e-05;2.8012766758402e-05
"STAG1";-2.66107636439737e-07;3.18790553075628e-06
"STAG2";-9.55389558609737e-08;3.04685645891617e-06
"STAG3";0.00549392175180867;0.00478034423700615
"STAG3L4";-2.70615119191269e-06;5.2021926694476e-06
"STAMBPL1";-6.14621453537849e-06;8.07430382237848e-05
"STAR";-2.04610337071229e-06;9.31476702351258e-06
"STARD10";0.00210609408860935;0.00344705125297501
"STARD13";5.5691762155747e-05;2.05258450147085e-05
"STARD3";-1.12651564317858e-06;9.50561064535847e-06
"STARD5";2.77402085386642e-05;5.04599350995121e-05
"STARD8";-2.74683232614345e-07;2.12959392016636e-06
"STAT2";6.08351677202791e-06;7.46727655544525e-06
"STAT3";-5.31499003106489e-05;2.64782601804201e-05
"STAT5B";2.51944224067983e-06;4.8746430770586e-06
"STAT6";6.40231162370606e-08;2.18998231330706e-06
"STC1";9.40314488150086e-07;1.61135328022729e-05
"STC2";-1.60980234626449e-05;1.17263709425662e-05
"STEAP2";4.5971082974526e-05;3.03113976097028e-05
"STEAP4";4.9885359827161e-05;0.000122784375218284
"STIL";-0.000152062427218395;0.000100611423800925
"STK10";-1.47815448031233e-05;4.0822944059859e-05
"STK11";0.000175928992965053;7.64964865462418e-05
"STK19";-8.26062851973439e-05;0.000223036218608877
"STK31";-3.8874814022108e-06;6.44676148312586e-05
"STK32C";-0.000152817986701213;0.000160896111593174
"STK33";3.27340340167603e-05;0.000214773385979216
"STK40";0;0
"STL";-4.582316465413e-06;9.66118849816644e-06
"STMN4";3.05867977905198e-05;0.000176081824988859
"STOM";3.60449376770141e-07;5.19937334173613e-06
"STON2";-5.29783975188346e-07;3.3590680131868e-06
"STOX1";-2.00768365960997e-07;7.93753099091388e-06
"STRA13";1.53334232685504e-06;8.0783943372063e-06
"STRA8";7.7051208866394e-06;5.9016189938544e-05
"STRADA";2.44562797695044e-07;5.71660467255602e-07
"STRADB";0;0
"STRBP";6.80110560669757e-07;3.48284938497164e-06
"STRC";1.49022558066653e-05;2.53674902420808e-05
"STRN";2.28706466839835e-05;2.3255537378099e-05
"STS";2.61012939742848e-07;1.53816984886243e-06
"STX10";0.000134757133181808;0.000139018949109955
"STX11";-0.000221119099583536;8.35975918706866e-05
"STX16";-1.9738081296163e-05;2.64183007207074e-05
"STX18";0.000154843582880549;4.20031221991844e-05
"STX2";4.78954478067786e-06;9.0951629725246e-05
"STX3";-9.60296591708292e-06;2.66306110637219e-05
"STX4";-3.10357524430416e-05;3.18520637163298e-05
"STXBP5";-3.52787634668175e-05;7.72573178409462e-05
"STXBP5L";0;0
"STXBP6";6.98580221906478e-06;1.00052858039052e-05
"STYX";-5.35052676626294e-06;9.04299281824806e-05
"SUCLG2";-5.27107775247e-05;4.3789154482343e-05
"SUCNR1";-1.13363221347577e-05;1.42442383196257e-05
"SUFU";-4.37416555289728e-07;6.81518689068998e-06
"SUGT1L1";-1.98646604978216e-06;4.82952758992972e-06
"SULT1A3";-3.39730741695848e-06;3.99334533015414e-05
"SULT1B1";2.27417126423068e-05;8.0509119789307e-05
"SULT1C2";1.66484341774012e-05;5.71948135732495e-05
"SULT1E1";-7.2909043161575e-06;3.73266931864999e-05
"SULT4A1";-9.58665134532236e-06;2.10014431526559e-05
"SUMF2";-0.000327657316503459;0.000387345617261407
"SUMO3";9.26921987740555e-05;0.000189234048484829
"SUN3";0;0
"SUOX";-1.0059495560065e-05;1.17963689752527e-05
"SUPT3H";1.86849679816487e-06;2.50105797715951e-05
"SUPV3L1";-2.36859500184947e-06;7.98071930871297e-06
"SURF1";-2.6341934018403e-06;1.60567328316619e-05
"SURF4";0.000135214576445286;0.000132484758635232
"SUSD4";1.06720392873814e-06;8.87141566818671e-06
"SUV39H1";0;0
"SUZ12";-1.86168631637194e-05;3.39907594500858e-05
"SV2A";1.89447385175385e-05;5.34832607654139e-05
"SV2C";-3.4935399069921e-05;8.01991818292788e-05
"SVIP";3.25581750216394e-06;1.03026039683496e-05
"SVOPL";-6.50803964369966e-08;2.45851122771445e-06
"SYBU";-0.000545352224995683;0.00221815645421423
"SYCE1";6.26256933510537e-07;4.86464668621084e-06
"SYCE1L";1.04123396111319e-06;8.23810795832607e-06
"SYCE2";-6.35958845297869e-05;9.76119648901334e-05
"SYCP2L";3.57286679349449e-06;2.64276905051029e-05
"SYK";-4.95089826614723e-05;3.53523989652712e-05
"SYMPK";-7.2340395565761e-06;3.19164659927718e-05
"SYN2";-3.04210548405995e-06;1.02396197526571e-05
"SYNC";0.00014310025710517;0.000358163539128657
"SYNGR1";-7.14201240368229e-06;1.86585228622121e-05
"SYNJ2";1.90285053559352e-05;1.72513406917064e-05
"SYNM";-2.53908858106308e-05;4.67602337681322e-05
"SYNPO";-7.77265078829732e-05;7.74286653332425e-05
"SYPL2";0;0
"SYS1";0;0
"SYS1.DBNDD2";8.67185207869613e-07;2.38143236980913e-06
"SYT1";-8.60711923271404e-05;0.00044270818456852
"SYT10";1.08000864554838e-05;8.68314600959588e-05
"SYT12";4.09545436692081e-07;4.08473463520378e-06
"SYT13";-7.23711420021412e-05;0.000128168785727152
"SYT15";-1.04644281190154e-05;1.00908763870716e-05
"SYT16";5.88308654342322e-05;0.000217929698175924
"SYT17";-2.96045447464437e-05;0.000195820341233229
"SYT2";-1.34806209236745e-06;6.93114497244953e-06
"SYT3";-1.08102126706078e-06;4.95989770437801e-06
"SYT5";5.12641915809243e-06;1.9944798820954e-05
"SYT7";-7.07014207056871e-06;2.43649853893348e-05
"SYT9";-9.95478412419249e-09;6.33257712792989e-06
"SYTL3";3.71796200758981e-05;9.21016318979166e-05
"SYTL4";0;0
"SYTL5";8.63348736590666e-07;1.06499441294618e-05
"SYVN1";-1.90041700476844e-06;1.87643271766064e-05
"TAAR1";0;0
"TAC1";-2.1096199182757e-05;7.92453007209777e-05
"TAC3";0;0
"TACC1";6.19177628352527e-06;3.59954523666643e-05
"TACC2";0.000317757690208827;0.000240660117921643
"TACO1";1.12624051697457e-07;3.20208946443791e-06
"TACR1";0;0
"TACR2";8.78462344594359e-06;4.11440002108539e-05
"TACSTD2";0.000220310413025097;0.000314381678233922
"TAF13";-3.65443596951988e-06;5.17020462290909e-06
"TAF15";5.21304597883487e-05;2.68231301694321e-05
"TAF8";-2.443696481783e-05;2.55599959257583e-05
"TAL1";9.29007835553992e-08;1.42716839664651e-06
"TAL2";-1.03630302573073e-07;1.9253979323767e-06
"TAS1R1";8.59241918127948e-06;1.38082281404593e-05
"TBC1D1";-3.35563458284967e-05;6.95364550247609e-05
"TBC1D10A";-8.51364410058291e-06;1.9237964956572e-05
"TBC1D10B";-3.27521791414636e-08;8.88355773938913e-07
"TBC1D13";-0.000513107023555388;0.000196347093766256
"TBC1D16";6.86629852723823e-06;1.06939805547161e-05
"TBC1D19";-4.14640354622195e-08;1.12223607564383e-06
"TBC1D2";3.70185106414766e-05;6.61675130122408e-05
"TBC1D22A";-4.80454175509865e-07;5.4158302844269e-06
"TBC1D2B";0;0
"TBC1D3";-2.3869301075726e-05;1.91948727414193e-05
"TBC1D3C";-7.52417371947594e-08;1.44027074716085e-06
"TBC1D4";-6.99457302661419e-07;4.83870585748507e-06
"TBC1D8";5.77034014920753e-05;0.000114951734007032
"TBCB";-7.70722104252369e-06;5.66467527073555e-06
"TBCEL";-4.92181097889193e-05;2.93634612748853e-05
"TBL1X";3.7477603921971e-06;2.42681085887263e-05
"TBL1XR1";2.93148965379373e-06;1.63210698007384e-05
"TBL1Y";1.13100332430463e-06;1.81446890540533e-05
"TBX1";2.7013075130087e-05;4.26399773403265e-05
"TBX10";9.49614104848682e-07;4.56790930922617e-06
"TBX15";-6.9833141947643e-05;4.81208451277964e-05
"TBX18";7.04100622491197e-08;9.89412731014003e-07
"TBX19";-5.72558954987455e-07;2.70252287442056e-06
"TBX2";3.89034940969379e-07;1.9788864854663e-06
"TBX22";-7.70246792699589e-07;2.60994810260338e-06
"TBX3";-0.000272422914682444;0.000524299504077925
"TBX4";-6.52297350467181e-06;4.07617390029765e-05
"TBX5";-4.62797508308507e-08;1.74798205409986e-06
"TBX6";4.92324482243957e-08;2.63013728094389e-06
"TCAM1P";0;0
"TCAP";-4.4435825393046e-05;0.000113950999109086
"TCEA1";-4.14269834718201e-05;5.11438999054634e-05
"TCEA3";-0.000139176106311249;0.000142529807020341
"TCEAL2";2.59472227115438e-07;2.27024177753588e-05
"TCEAL8";2.60206162819536e-05;7.46357824011768e-05
"TCEANC";2.14679766707391e-05;7.37741322634758e-05
"TCERG1L";-2.01165430605749e-05;3.6344877740921e-05
"TCF12";-3.75119271620952e-05;0.000244062847356517
"TCF21";5.30368803606832e-05;8.60522691148161e-05
"TCF3";5.7575408914143e-08;5.39205820287356e-07
"TCF7";1.90315148670559e-05;4.23953583944341e-05
"TCF7L2";-0.000191850171483513;0.000127635601148483
"TCFL5";-1.85874051142319e-05;3.4683466396275e-05
"TCHHL1";-1.05090781668142e-05;3.15075075043655e-05
"TCL1A";-5.95300801774059e-07;7.48610815068445e-06
"TCL6";-1.54277072322592e-05;1.8670718473312e-05
"TCN2";-2.09935427406521e-06;3.24464856497096e-06
"TCP11";7.26501448785979e-08;3.23903018046559e-06
"TCTA";1.49792952515059e-05;1.41996570409386e-05
"TCTEX1D2";-3.7387322899007e-05;4.63603962688778e-05
"TCTN1";-1.34092088774727e-05;1.48347025469691e-05
"TDGF1";0;0
"TDH";5.87352735150529e-05;0.000192141296753158
"TDRD1";0;0
"TDRD3";6.65044281241362e-06;7.5922653790148e-06
"TDRD5";4.84234792133467e-05;0.000173990270273158
"TDRD6";3.12859215528336e-06;1.56686289573715e-05
"TDRD7";4.98351963972382e-06;1.47825928243145e-05
"TDRG1";-3.17176114974387e-06;2.1107763544476e-05
"TEAD2";-1.81165841417763e-05;2.67176703037536e-05
"TEAD3";0;0
"TEAD4";-3.24012026670043e-05;0.000140587343519201
"TEC";3.03970410682396e-06;1.1695662600161e-05
"TEKT2";-3.27783407460427e-05;0.000157019988414428
"TEKT3";4.1740454162983e-06;9.21410134868067e-05
"TEKT4";1.40828681724085e-06;2.42136326822484e-05
"TEKT5";-4.5841180714578e-07;3.40510155910625e-06
"TENC1";4.38384765217521e-05;0.000376497928221856
"TEPP";-6.23052563784977e-08;5.48942318675212e-06
"TERT";-2.10348095305563e-06;1.46551209864425e-05
"TESK2";0.000219705101308992;0.00079212076110587
"TET1";-2.10446983421898e-07;8.34629905480926e-08
"TET2";1.50280875203425e-05;7.92314063892273e-05
"TEX101";-5.55181181144599e-07;1.30731967898233e-05
"TEX15";-0.000152337278107009;0.000529420544535024
"TEX2";2.0586026022511e-06;2.25125083531789e-05
"TFAP2A";-0.000389503868880124;0.000511565815676244
"TFAP2C";-5.7738464641663e-05;0.000388243732929691
"TFAP4";1.89082080560173e-05;2.63998687884794e-05
"TFB1M";-2.88735179867993e-07;4.69954576916074e-06
"TFCP2L1";1.09853114582731e-05;3.04423974467559e-05
"TFDP3";-1.24559480367965e-06;4.66890209131791e-06
"TFE3";4.29722498621166e-05;3.98616195868762e-05
"TFEB";-1.21505183706714e-06;6.27024825767176e-05
"TFG";1.00878013156895e-06;7.53670243172927e-06
"TFPI2";6.99936389784829e-07;2.84584265886457e-06
"TFPT";0;0
"TFRC";3.53867261121857e-05;3.80145255506808e-05
"TG";6.80028569482411e-06;5.65360374931967e-06
"TGFA";2.49605198016907e-05;5.45803622914083e-05
"TGFB1";-4.15538475180206e-08;1.48624907622001e-06
"TGFB1I1";1.35367734653058e-06;7.73448584290634e-06
"TGFBI";-9.82656485436805e-07;1.16030715030102e-06
"TGFBR1";0.000368338865340837;0.000861340220466394
