"gene";"mean";"sd";"se"
"COL2A1";-2.41149285428586e-06;6.62486458734986e-06;4.9652856588395e-11
"COL3A1";-1.14391473291989e-05;2.35683173354105e-05;6.85670765251516e-10
"COL4A3";-3.50572229942515e-05;0.000111992499024572;1.37566764790363e-08
"COL4A5";4.85409096739505e-05;3.51394511249353e-05;3.58955843613849e-09
"COL5A3";0;0;0
"COL7A1";5.0152144768715e-05;7.24754233838801e-05;7.76178830299226e-09
"COL9A2";2.01404454244176e-05;7.3602441132027e-05;5.81662823839797e-09
"COL9A3";0.000283995466284277;0.000202770216462426;1.21721153123537e-07
"COLEC10";3.86606489417076e-06;1.68060401711768e-05;2.97059487241526e-10
"COMMD7";-9.64116812804021e-06;9.71125269651463e-06;1.87150378410412e-10
"COMMD9";-1.36359092890165e-05;1.28624794958102e-05;3.51188125943212e-10
"COMTD1";0.000141713055363309;0.000147992431024492;4.19587635331389e-08
"COPG2";8.78381458565063e-07;8.80208308573518e-06;7.81577105103472e-11
"COPS6";-3.41153497464982e-07;3.85599720267157e-06;1.49677301423541e-11
"COPS7B";-6.55844784537045e-06;5.66748862576075e-06;7.50961415998766e-11
"COPZ1";-1.81203007330473e-06;8.76945582561569e-06;8.00969680954374e-11
"COPZ2";0;0;0
"COQ10B";-6.21360279032612e-06;1.93110331317711e-05;4.11089210718881e-10
"COQ3";0.000148375042584172;8.42918028749311e-05;2.91119609339107e-08
"COQ4";9.58359105476425e-07;2.79025476129598e-06;8.69487857243195e-12
"COQ7";4.83986153734879e-06;6.23330087371422e-05;3.9042892145863e-09
"CORIN";-3.09979153484095e-05;4.53484299559413e-05;3.01494842539333e-09
"CORO1C";0;0;0
"CORO6";4.02814466829139e-07;2.02717284186179e-06;4.26688848980206e-12
"CORO7";1.23636439788245e-05;2.09738939024877e-05;5.92250011062522e-10
"CORT";-1.57862525769257e-05;1.88842088378266e-05;6.05402509479974e-10
"COTL1";-8.14246820787908e-05;0.000137682968135046;2.55644330056941e-08
"COX16";0;0;0
"COX18";0;0;0
"COX4I2";8.98503731969773e-07;1.29406757593145e-05;1.68072765950629e-10
"COX5A";0.000626390847092032;0.000373088298637906;5.31397761061738e-07
"COX6A1";-0.000243328299632544;0.000300611297552496;1.49470244515204e-07
"COX6A2";-2.02228753661162e-07;8.28853518397262e-06;6.86604551709557e-11
"COX6B2";3.65711444038251e-08;3.26386333484637e-06;1.0641696452825e-11
"COX6C";1.61651712869184e-06;4.01682936232545e-06;1.87291965499757e-11
"COX7A1";8.72103760605969e-06;7.72619666184663e-06;1.3568087566835e-10
"COX7A2L";1.0985272488143e-06;8.8698658983313e-06;7.9789373683555e-11
"COX7C";-2.94069890927487e-06;1.50918526055436e-05;2.36145645685608e-10
"CP";-6.09102095899599e-05;5.2533151826085e-05;6.46656168704639e-09
"CPA2";6.91719209096321e-06;2.27251467474019e-05;5.63676532358757e-10
"CPA3";1.60483276540101e-05;4.03273014123186e-05;1.88194018674747e-09
"CPA6";0;0;0
"CPAMD8";1.14388695320628e-06;8.44120600791411e-06;7.24791956236066e-11
"CPEB2";-7.56573648602707e-07;2.93658597090892e-06;9.1858666246396e-12
"CPEB3";-3.1304397491e-07;3.57589708013209e-05;1.27730817622428e-09
"CPEB4";2.00296647775687e-06;1.15309088565908e-05;1.3681840449542e-10
"CPLX1";4.12106048655577e-07;1.55445915191712e-06;2.58335181941207e-12
"CPLX2";6.28194629128075e-06;1.66216500864893e-05;3.15419344669182e-10
"CPNE1";7.28403022470152e-05;0.000135161753682897;2.3553067351219e-08
"CPNE2";9.30221248227203e-05;3.01544298621582e-05;9.56134309259288e-09
"CPNE5";-1.4655577805889e-06;5.45477088786346e-06;3.18676250877022e-11
"CPNE6";-9.67525973636353e-10;1.48879315239017e-05;2.21391568490581e-10
"CPNE8";-0.000146471571435066;9.36550168617109e-05;3.0214936620409e-08
