"gene";"mean";"sd";"se"
"EMX1";4.22908348533928e-06;2.68014136857856e-05;7.28718466687204e-10
"EN1";-2.84931349553777e-06;1.68850355939742e-05;2.90253176624279e-10
"EN2";1.25154643140316e-06;1.36637665717784e-05;1.86320109180007e-10
"ENC1";-2.12169938140656e-06;2.13998635330924e-05;4.57685411674675e-10
"ENDOD1";-2.62692486765459e-05;2.99239429931746e-05;1.57618826566127e-09
"ENDOG";4.65713030077993e-06;4.38299885400446e-06;4.06994303535406e-11
"ENDOU";-0.000365011851792398;0.000253602714245324;1.96878047614505e-07
"ENG";-0.000105364209947511;0.000252821194548614;7.43543548548826e-08
"ENGASE";-2.45915395384715e-06;3.3588524361491e-05;1.12248443852638e-09
"ENKUR";-1.02762659852466e-05;5.07332947504633e-05;2.65265772220945e-09
"ENO1";-3.82665988574009e-05;5.25392008739211e-05;4.19594638712023e-09
"ENOSF1";0.000115857100729484;0.000109787754497954;2.53506630871688e-08
"ENOX1";-0.000366074713238103;0.000247669972636119;1.94712148358085e-07
"ENOX2";-2.36419717575149e-05;3.43551729285108e-05;1.72692617400031e-09
"ENPP1";-1.85721335357348e-05;4.12662095676103e-05;2.03008565393795e-09
"ENPP2";-9.21212238479963e-05;6.83056084319848e-05;1.31033754416906e-08
"ENPP4";-0.000209778245226475;0.000456410263426482;2.50147341475485e-07
"ENPP6";-4.12190216804327e-06;3.06409697012046e-05;9.46079216043992e-10
"ENTHD1";4.3110571084527e-05;0.000137405400885358;2.05420963213617e-08
"ENTPD1";0.000132480384652851;8.50172472527096e-05;2.47036936864204e-08
"ENTPD2";9.01060951587901e-06;6.51894211597378e-05;4.28658441674826e-09
"ENTPD8";-3.7375428535395e-05;0.000586782046391664;3.42123497105298e-07
"ENY2";-2.81466538740195e-05;7.34402237065839e-05;6.12951864010535e-09
"EP300";-0.000447003661724131;0.000853699258552392;9.21023005730467e-07
"EP400NL";-5.82323600139522e-06;3.31904546863791e-05;1.12404129437603e-09
"EPAS1";6.13139316568839e-05;0.000123889067813687;1.89480191189304e-08
"EPB41L1";3.85710217544917e-05;2.20031529834931e-05;1.96681934851282e-09
"EPB41L4A";-3.54245490426219e-05;8.52744504413596e-05;8.4508833656774e-09
"EPB41L4B";0.000151136639357316;0.000320560820010155;1.24531114338832e-07
"EPB49";8.61453395377421e-05;0.000215296968326322;5.32909625886352e-08
"EPDR1";1.86564112890121e-05;5.83983374460855e-05;3.72290285473011e-09
"EPGN";-0.000111150193309569;0.000190425486980208;4.8238503792616e-08
"EPHA10";-0.000103154223599572;0.000115608781118549;2.38669613028167e-08
"EPHA3";-3.18535227669993e-05;7.00013021222865e-05;5.86378564587072e-09
"EPHA4";0.000499624350117815;0.000351918798058599;3.7218126040321e-07
"EPHA5";-1.77243397388391e-05;2.34957703596453e-05;8.60452910379383e-10
"EPHA6";5.99054090799633e-06;2.0528030459463e-05;4.52897031221845e-10
"EPHA7";7.10869886828153e-05;0.000173044629645026;3.46858825188814e-08
"EPHA8";-1.54702899183706e-05;6.30006140320906e-05;4.16706268265784e-09
"EPHB6";7.08262885309868e-05;2.39089911949913e-05;5.58204842516216e-09
"EPHX1";0;0;0
"EPHX3";-0.00016965267728396;0.000106425811515515;3.99905003772186e-08
"EPM2A";-2.16977948648324e-06;0.000198840953371196;3.91305813812365e-08
"EPN1";-0.000171815196003439;0.000278825352624331;1.06454209913928e-07
"EPN2";-4.56119897517838e-05;5.76039255465769e-05;5.36410113667599e-09
"EPO";1.85879908949869e-06;3.54092547101364e-05;1.24420987694153e-09
"EPOR";1.01871105679617e-05;8.6480867876934e-05;7.50481210017213e-09
"EPS15";7.87779937822114e-05;0.000125570864872976;2.18097639707042e-08
"EPS8";-8.57240694190746e-05;0.000227990100484552;5.87866490183999e-08
"EPYC";-5.77426228253394e-05;0.000167071223818031;3.09562460497618e-08
"ERAP1";-2.06041509743053e-05;3.18964063211135e-05;1.43131405757143e-09
"ERBB2";-0.000100941138814161;0.000267741484028804;8.11278917930674e-08
"ERBB3";2.12354019223209e-06;1.77039415606377e-05;3.14674078618182e-10
"ERBB4";2.73173547090701e-05;7.50256512522378e-05;6.31645237718792e-09
