"gene";"mean";"sd";"se"
"TEAD2";-3.41491252450647e-06;2.81375025642596e-05;7.97559214496734e-10
"TEAD3";0.000283198819276114;0.000477023252711796;3.06079584399276e-07
"TEAD4";-7.73737587054727e-05;0.000118448804441174;1.9913655168039e-08
"TEC";0;0;0
"TEKT2";-1.29686918002809e-06;2.68237197822776e-05;7.15903283635917e-10
"TEKT3";0.000199447031408303;0.000226453535866357;9.06832545681779e-08
"TEKT4";-1.12795393203332e-06;7.63673873219714e-06;5.91632366361601e-11
"TEKT5";0.000180903670060828;0.00020312552627549;7.36827350645194e-08
"TENC1";2.76547165035016e-05;4.45481915258572e-05;2.73473249717067e-09
"TEPP";0;0;0
"TERT";-0.000295606639387808;0.000230663450342674;1.4019769472617e-07
"TESK2";4.37045155155235e-06;2.01305211413744e-05;4.21359037883204e-10
"TET1";-2.74453359598908e-05;3.33627615292934e-05;1.85813595621721e-09
"TET2";-8.38553511502429e-07;0.000113726452162646;1.28393083146597e-08
"TEX101";1.77179202457244e-06;3.88438769737578e-05;1.50089156372524e-09
"TEX15";-1.8712635731321e-05;5.71040041097826e-05;3.58705305604957e-09
"TEX2";8.1612998235166e-06;1.61342806711429e-05;3.25007746608259e-10
"TFAP2A";-5.40775120877784e-06;0.000118951337283872;1.40746245570985e-08
"TFAP2C";-2.0433972039297e-05;0.000105973916815454;1.15654412655321e-08
"TFAP4";-4.19993021608035e-06;1.85613964737654e-05;3.59631577589076e-10
"TFB1M";-5.65171142153664e-05;0.000110352132085669;1.5282236129675e-08
"TFCP2L1";4.58696389038552e-05;9.88004105326261e-05;1.17937690039869e-08
"TFDP3";1.74288447308994e-05;9.00094775899852e-05;8.34589931661686e-09
"TFE3";0.00011159045038054;0.000164520638670985;3.93204468078649e-08
"TFEB";0.000211517272179661;0.000169349200757476;7.32078321113649e-08
"TFG";1.08580865652437e-05;1.37777392653445e-05;3.06328362980496e-10
"TFPI2";-2.99213329357419e-05;3.7691723858382e-05;2.30550613818997e-09
"TFPT";6.74577664099375e-06;1.71920212240456e-05;3.38897819833447e-10
"TFRC";-0.000132961241865025;0.000173283347739952;4.74850228054608e-08
"TG";-2.83551450810934e-05;0.000152615552321909;2.39242599836019e-08
"TGFA";2.90314015781456e-06;1.54489831373232e-05;2.45344368341614e-10
"TGFB1";0;0;0
"TGFB1I1";-3.05466136482102e-05;3.19494439179186e-05;1.94635693257649e-09
"TGFBI";-0.000234820680586287;0.000232121180245014;1.08624816097005e-07
"TGFBR1";0.000767902722357607;0.000838318809378632;1.2872855287346e-06
"TGFBR2";0;0;0
"TGFBR3";-6.38452211598779e-05;0.000108004385633516;1.56553879095853e-08
"TGM3";9.73993957201185e-05;0.000216844235262163;5.61623189003822e-08
"TGM4";-3.46513087599681e-06;2.07788772088388e-05;4.40594151385579e-10
"TGM5";2.96629247501834e-05;9.06707597471572e-05;9.04062587585346e-09
"TGM6";1.1104243577811e-05;5.18590554415336e-05;2.7928911388463e-09
"TGM7";1.3294014421131e-05;5.02815468406586e-05;2.6863748165841e-09
"TH";1.40487925145668e-05;7.36164811339004e-05;5.57690643701895e-09
"TH1L";6.41812859795772e-06;3.52094558967573e-05;1.27178267553573e-09
"THADA";-4.30849345550101e-05;2.48476366451872e-05;2.46917688946919e-09
"THAP8";3.18262668176475e-06;4.14426700383375e-06;2.71777752048471e-11
"THBS3";-0.0182379090121499;0.0135829247851756;0.000515760583754317
"THEG";5.30550534291526e-06;1.36189481306821e-05;2.12260342863838e-10
"THEM4";7.03818726043766e-06;5.89191754870172e-05;3.49547981086476e-09
"THEM5";1.31829104652133e-05;2.66756256699922e-05;8.8014586112463e-10
"THG1L";-0.000122455633363221;0.000112922267696256;2.76530601065403e-08
"THNSL2";-0.000247355827469805;0.000165231055642825;8.82854622663139e-08
"THOC7";-8.86374053209862e-05;4.57734733765715e-05;9.93639452475016e-09
"THRAP3";3.13058211867708e-06;2.56151291192446e-05;6.61110863316503e-10
"THRB";2.20097429377147e-06;5.04440892490542e-06;3.0103245850849e-11
"THSD1";-3.42403292283943e-05;4.79936856909708e-05;3.45885729226809e-09
"THSD4";0;0;0
"THSD7B";-5.60025255044171e-06;1.93199248783822e-05;4.01877770807807e-10
"TIAM1";-0.000394059898846625;0.00103009453786328;1.20857579348436e-06
"TIAM2";1.74659214198377e-05;2.31122114751176e-05;8.35304977966925e-10
"TICAM2";-0.000645711284805305;0.00124995718563795;1.96784784567987e-06
"TIGD3";1.89763083094099e-05;2.36707704486626e-05;9.16285758233873e-10
"TIGD4";1.09235665910559e-05;3.62365043639484e-05;1.42275352434858e-09
"TIMM10";6.92945338256653e-05;9.90854039122498e-05;1.45474591184196e-08
"TIMM17A";5.55350360145213e-05;8.41173975187137e-05;1.01078493157105e-08
"TIMM22";-0.000111007236076706;0.000193285547096345;4.94072084224557e-08
"TIMM8A";-3.37670414753902e-05;8.12166007013685e-05;7.68784831779885e-09
"TIMP1";-3.17790259483824e-05;4.36219040043338e-05;2.89878530427243e-09
"TIMP3";0;0;0
"TIMP4";-0.000915067300167991;0.00113630166797648;2.11903566300752e-06
"TINAGL1";-9.49339329568139e-05;0.000196873637547963;4.74866864559466e-08
"TIPARP";8.09716552777999e-06;2.31233140511514e-05;5.96320215434297e-10
"TJP2";0.000176934868103364;0.000422767118932442;2.0872377824788e-07
"TK1";-1.82794079561694e-05;2.67650882707145e-05;1.04523927926324e-09
"TK2";1.21720724512261e-06;1.05909722171074e-05;1.12825516183299e-10
"TKT";-2.58409949967736e-05;3.48175534012601e-05;1.87110535591369e-09
"TKTL1";0.000435098014784615;0.000690820194684804;6.63033761049567e-07
"TLCD1";-8.73112267998452e-05;5.3412833776516e-05;1.04552037048903e-08
"TLE2";1.4500181657425e-05;3.71932181713985e-05;1.58341916164691e-09
"TLE3";1.54238246129654e-05;5.8496523052002e-05;3.63457696303276e-09
"TLL1";-8.21066240083541e-06;4.28617894258091e-05;1.89103963901361e-09
"TLL2";8.95954443165749e-05;0.000178474031853921;3.96461105999041e-08
"TLN2";7.1446328910546e-06;1.26193417095286e-05;2.09122624732862e-10
