"gene";"mean";"sd";"se"
"KRT7";8.35858003615471e-07;7.93213123725445e-06;6.28405904195194e-11
"KRT71";6.85887105147497e-07;3.89094724501405e-06;1.5423004541731e-11
"KRT72";-7.32634293434398e-05;0.000119093633196446;1.93757211585978e-08
"KRT73";-2.18821338662629e-06;1.08529341096481e-05;1.21120306258362e-10
"KRT75";9.06399735460888e-07;7.70136555984904e-06;5.94003570102499e-11
"KRT77";-1.92791635745527e-06;2.02725944172602e-05;4.0962114237688e-10
"KRT81";-0.000378493099120258;0.000353035732113598;2.66352560055963e-07
"KRT82";2.19870582319197e-06;1.15430721969172e-05;1.36431853710018e-10
"KRT83";-4.2566483653403e-06;1.83038477954921e-05;3.49013716165947e-10
"KRT84";4.30378564045367e-06;2.72183445984437e-05;7.50214701880583e-10
"KRT9";-1.36686227488788e-06;1.23017604739909e-05;1.51333310759446e-10
"KRTAP17.1";0;0;0
"KRTAP19.1";3.35772273845426e-06;1.42839229498034e-05;2.12785862320106e-10
"KRTAP3.1";2.112684414555e-05;7.26666736279712e-05;5.66159831506057e-09
"KRTAP3.3";0;0;0
"KRTAP4.1";-3.29565236380276e-05;0.000163846791498224;2.76004742619212e-08
"KRTAP4.12";6.06890239626576e-07;5.46201215663918e-06;2.98335767992742e-11
"KRTAP5.5";3.23672852485047e-05;7.23413935655118e-05;6.21631001658057e-09
"KRTAP5.7";1.66234701370482e-07;3.98624123798488e-05;1.56942212359681e-09
"KRTAP5.8";6.1320777712554e-05;0.000159661257465524;2.89372423575168e-08
"KRTAP9.2";0;0;0
"KSR1";-9.87324379225431e-05;0.00010898092849624;2.14783093854399e-08
"KSR2";-2.09663977646129e-05;2.06834918209395e-05;8.62115103280136e-10
"KTELC1";-0.000449916119958155;0.000320293519410715;3.03745935814499e-07
"KTN1";0.00103430631645458;0.000635430779561273;1.46857698896287e-06
"KY";2.68867644407298e-05;0.000108344974988114;1.23166103047333e-08
"L1CAM";8.49792976906027e-05;9.68098409469334e-05;1.64779208425763e-08
"L3MBTL";0.000189083037428325;0.00013686049633455;5.42519461117032e-08
"L3MBTL4";-0.000338160011965256;0.000206072878022844;1.56293952760606e-07
"LACE1";0.000104278166766056;0.000559981393928093;3.20581749936337e-07
"LACTB";2.18061199939552e-05;2.33876388024501e-05;1.01573565808348e-09
"LAMA1";-0.00020689938421936;0.000362916563842925;1.72889757473368e-07
"LAMA2";3.41676711537162e-05;9.93325402850491e-05;1.09125690700743e-08
"LAMA3";0.000342488572587554;0.000288145061821224;1.99300967194499e-07
"LAMA5";0.00059608029105924;0.000570090177709539;6.76302143730892e-07
"LAMB2";0.000263113035113819;0.000206549514330673;1.11364471093953e-07
"LAMP2";-4.3977657147994e-05;6.60285841724436e-05;6.23998388656475e-09
"LANCL3";-3.09599074698062e-06;1.37827570989254e-05;1.97204312530555e-10
